"specimen_number","longitude","latitude","elev_prism_m","clim_year","clim_month","ppt_mm","tmin","tave","tmax","clim_date"
"UCSB2234",-119.1178,34.711,1718,1989,9,15.72,5.6,16,26.5,198909
"UCSB2234",-119.1178,34.711,1718,1989,10,7.15,2.1,11.2,20.3,198910
"UCSB2234",-119.1178,34.711,1718,1989,11,3.37,1.1,8.3,15.6,198911
"UCSB2234",-119.1178,34.711,1718,1989,12,0,-4.6,3.3,11.3,198912
"UCSB2234",-119.1178,34.711,1718,1990,1,75.11,-4.3,2.3,8.9,199001
"UCSB2234",-119.1178,34.711,1718,1990,2,55.13,-4.6,1.6,7.9,199002
"UCSB2234",-119.1178,34.711,1718,1990,3,2.67,-0.7,6.5,13.6,199003
"UCSB2234",-119.1178,34.711,1718,1990,4,4.67,1.5,10.1,18.6,199004
"UCSB2234",-119.1178,34.711,1718,1990,5,12.94,0.9,10.6,20.2,199005
"UCSB2234",-119.1178,34.711,1718,1990,6,0,6.7,17,27.3,199006
"UCSB2234",-119.1178,34.711,1718,1990,7,0,10.1,20.7,31.2,199007
"UCSB2234",-119.1178,34.711,1718,1990,8,16.72,7.5,18.2,28.9,199008
"UCSB2234",-119.1178,34.711,1718,1990,9,0,5.9,16,26.1,199009
"UCSB2234",-119.1178,34.711,1718,1990,10,0,3.8,13.6,23.4,199010
"UCSB2234",-119.1178,34.711,1718,1990,11,8.26,-0.8,6.1,13,199011
"UCSB2234",-119.1178,34.711,1718,1990,12,2.41,-5.9,0.2,6.3,199012
"UCSB2234",-119.1178,34.711,1718,1991,1,42.27,-4.3,2.2,8.8,199101
"UCSB2234",-119.1178,34.711,1718,1991,2,1.44,0.3,7.2,14.1,199102
"UCSB2234",-119.1178,34.711,1718,1991,3,378.6,-4.5,1.7,7.8,199103
"UCSB2234",-119.1178,34.711,1718,1991,4,0,-1.1,7.1,15.4,199104
"UCSB2234",-119.1178,34.711,1718,1991,5,0,0.5,10,19.4,199105
"UCSB2234",-119.1178,34.711,1718,1991,6,2.16,4.4,14.4,24.5,199106
"UCSB2234",-119.1178,34.711,1718,1991,7,0,8.9,19.4,29.9,199107
"UCSB2234",-119.1178,34.711,1718,1991,8,0,6.1,17.4,28.8,199108
"UCSB2234",-119.1178,34.711,1718,1991,9,6.41,7.6,17.9,28.2,199109
"UCSB2234",-119.1178,34.711,1718,1991,10,10.89,5.5,14.9,24.3,199110
"UCSB2234",-119.1178,34.711,1718,1991,11,2.7,-0.2,7.4,14.9,199111
"UCSB2234",-119.1178,34.711,1718,1991,12,94.29,-3,2.8,8.6,199112
"UCSB2234",-119.1178,34.711,1718,1992,1,61.89,-5.1,1.5,8,199201
"UCSB2234",-119.1178,34.711,1718,1992,2,300.85,-1.4,3.9,9.1,199202
"UCSB2234",-119.1178,34.711,1718,1992,3,146.9,-1.6,4.3,10.2,199203
"UCSB2234",-119.1178,34.711,1718,1992,4,6.12,2.6,10.9,19.2,199204
"UCSB2234",-119.1178,34.711,1718,1992,5,20.46,5,14.4,23.8,199205
"UCSB2234",-119.1178,34.711,1718,1992,6,0.5,5.6,15.6,25.7,199206
"UCSB2234",-119.1178,34.711,1718,1992,7,18.65,7.9,18,28,199207
"UCSB2234",-119.1178,34.711,1718,1992,8,0,10,20.7,31.5,199208
"UCSB2234",-119.1178,34.711,1718,1992,9,0,7.2,17.5,27.8,199209
"UCSB2234",-119.1178,34.711,1718,1992,10,23.39,4.4,13.5,22.6,199210
"UCSB2234",-119.1178,34.711,1718,1992,11,6.45,-1,5.6,12.3,199211
"UCSB2234",-119.1178,34.711,1718,1992,12,126.51,-5.3,0.5,6.3,199212
"UCSB2234",-119.1178,34.711,1718,1993,1,300.44,-4.5,1.3,7,199301
"UCSB2234",-119.1178,34.711,1718,1993,2,274.19,-3.5,1.7,6.9,199302
"UCSB2234",-119.1178,34.711,1718,1993,3,102.38,0.5,7.7,14.8,199303
"UCSB2234",-119.1178,34.711,1718,1993,4,0,0.7,9.3,18,199304
"UCSB2234",-119.1178,34.711,1718,1993,5,2.76,3.2,12.6,22,199305
"UCSB2234",-119.1178,34.711,1718,1993,6,19.3,6.8,16.4,26,199306
"UCSB2234",-119.1178,34.711,1718,1993,7,0,7.5,17.8,28,199307
"UCSB2234",-119.1178,34.711,1718,1993,8,0,7.2,18.3,29.4,199308
"UCSB2234",-119.1178,34.711,1718,1993,9,0,6.5,16.7,26.9,199309
"UCSB2234",-119.1178,34.711,1718,1993,10,2.95,3.9,12.7,21.6,199310
"UCSB2234",-119.1178,34.711,1718,1993,11,15.21,-1.9,5.1,12.1,199311
"UCSB2234",-119.1178,34.711,1718,1993,12,44.97,-5.4,1.5,8.4,199312
"UCSB2234",-119.1178,34.711,1718,1994,1,16.15,-5.5,3,11.5,199401
"UCSB2234",-119.1178,34.711,1718,1994,2,130.32,-4.4,1.4,7.2,199402
"UCSB2234",-119.1178,34.711,1718,1994,3,47.31,-2.8,6,14.7,199403
"UCSB2234",-119.1178,34.711,1718,1994,4,21.79,0.1,8.9,17.6,199404
"UCSB2234",-119.1178,34.711,1718,1994,5,23.02,0.7,10.2,19.8,199405
"UCSB2234",-119.1178,34.711,1718,1994,6,0,7,18,28.9,199406
"UCSB2234",-119.1178,34.711,1718,1994,7,0,9.4,20.4,31.4,199407
"UCSB2234",-119.1178,34.711,1718,1994,8,0,9.4,20.6,31.8,199408
"UCSB2234",-119.1178,34.711,1718,1994,9,13.09,5.3,15.8,26.4,199409
"UCSB2234",-119.1178,34.711,1718,1994,10,40.59,0.9,10.1,19.3,199410
"UCSB2234",-119.1178,34.711,1718,1994,11,13.95,-4.4,2.6,9.6,199411
"UCSB2234",-119.1178,34.711,1718,1994,12,24.62,-3.7,2.8,9.4,199412
"UCSB2234",-119.1178,34.711,1718,1995,1,548.59,-4.1,1.4,6.8,199501
"UCSB2234",-119.1178,34.711,1718,1995,2,40.1,-3,5.4,13.9,199502
"UCSB2234",-119.1178,34.711,1718,1995,3,227.64,-3.2,3.9,10.9,199503
"UCSB2234",-119.1178,34.711,1718,1995,4,10.53,-2.8,6.4,15.6,199504
"UCSB2234",-119.1178,34.711,1718,1995,5,40.88,1.5,9.8,18,199505
"UCSB2234",-119.1178,34.711,1718,1995,6,10.41,5.1,15,25,199506
"UCSB2234",-119.1178,34.711,1718,1995,7,3.15,7.7,19.3,30.9,199507
"UCSB2234",-119.1178,34.711,1718,1995,8,0,9.9,20.6,31.2,199508
"UCSB2234",-119.1178,34.711,1718,1995,9,0,8,18.2,28.4,199509
"UCSB2234",-119.1178,34.711,1718,1995,10,0,2.4,13,23.6,199510
"UCSB2234",-119.1178,34.711,1718,1995,11,1.16,3.1,11.1,19,199511
"UCSB2234",-119.1178,34.711,1718,1995,12,37.54,-1.4,5.1,11.7,199512
"CAS-BOT-BC38",-119.642,34.774,1342,1981,1,74.92,0.8,7.2,13.7,198101
"CAS-BOT-BC38",-119.642,34.774,1342,1981,2,57.13,1.8,7.5,13.3,198102
"CAS-BOT-BC38",-119.642,34.774,1342,1981,3,122.41,2.3,7.7,13,198103
"CAS-BOT-BC38",-119.642,34.774,1342,1981,4,18.87,4.2,12.5,20.8,198104
"CAS-BOT-BC38",-119.642,34.774,1342,1981,5,1.11,6.7,16,25.4,198105
"CAS-BOT-BC38",-119.642,34.774,1342,1981,6,0,13.3,23.3,33.3,198106
"CAS-BOT-BC38",-119.642,34.774,1342,1981,7,0,14.1,24.5,34.9,198107
"CAS-BOT-BC38",-119.642,34.774,1342,1981,8,0,14.6,24.8,35.1,198108
"CAS-BOT-BC38",-119.642,34.774,1342,1981,9,0,11.9,21.4,30.9,198109
"CAS-BOT-BC38",-119.642,34.774,1342,1981,10,15.61,4.5,13.2,22,198110
"CAS-BOT-BC38",-119.642,34.774,1342,1981,11,22.36,3.7,9.7,15.7,198111
"CAS-BOT-BC38",-119.642,34.774,1342,1981,12,8.55,0.4,6.7,12.9,198112
"CAS-BOT-BC38",-119.642,34.774,1342,1982,1,64.47,-1.7,3.5,8.7,198201
"CAS-BOT-BC38",-119.642,34.774,1342,1982,2,14.99,1.2,6.4,11.6,198202
"CAS-BOT-BC38",-119.642,34.774,1342,1982,3,121.78,0.2,5.9,11.6,198203
"CAS-BOT-BC38",-119.642,34.774,1342,1982,4,94.3,2,10,18,198204
"CAS-BOT-BC38",-119.642,34.774,1342,1982,5,0,5.9,15.7,25.5,198205
"CAS-BOT-BC38",-119.642,34.774,1342,1982,6,0,8.4,17.9,27.4,198206
"CAS-BOT-BC38",-119.642,34.774,1342,1982,7,0,12.6,22.6,32.7,198207
"CAS-BOT-BC38",-119.642,34.774,1342,1982,8,0.37,11.9,22.6,33.3,198208
"CAS-BOT-BC38",-119.642,34.774,1342,1982,9,33.95,9.5,18.4,27.3,198209
"CAS-BOT-BC38",-119.642,34.774,1342,1982,10,15.05,5.8,14.9,23.9,198210
"CAS-BOT-BC38",-119.642,34.774,1342,1982,11,72.81,1.5,7.3,13.2,198211
"CAS-BOT-BC38",-119.642,34.774,1342,1982,12,44.92,-0.2,4.8,9.8,198212
"CAS-BOT-BC38",-119.642,34.774,1342,1983,1,161.43,-1.1,5.5,12.2,198301
"CAS-BOT-BC38",-119.642,34.774,1342,1983,2,123.98,1.1,6.2,11.4,198302
"CAS-BOT-BC38",-119.642,34.774,1342,1983,3,131.4,1.9,7,12,198303
"CAS-BOT-BC38",-119.642,34.774,1342,1983,4,132.52,0.8,8.3,15.8,198304
"CAS-BOT-BC38",-119.642,34.774,1342,1983,5,1.95,5.3,14.9,24.6,198305
"CAS-BOT-BC38",-119.642,34.774,1342,1983,6,0,9.7,19.3,28.9,198306
"CAS-BOT-BC38",-119.642,34.774,1342,1983,7,0,9.6,20.2,30.9,198307
"CAS-BOT-BC38",-119.642,34.774,1342,1983,8,32.01,13.5,23.1,32.8,198308
"CAS-BOT-BC38",-119.642,34.774,1342,1983,9,4.54,11.9,21.4,30.8,198309
"CAS-BOT-BC38",-119.642,34.774,1342,1983,10,44.17,7.2,15.7,24.2,198310
"CAS-BOT-BC38",-119.642,34.774,1342,1983,11,59.08,2.1,7.1,12.1,198311
"CAS-BOT-BC38",-119.642,34.774,1342,1983,12,80.79,0.7,5.2,9.7,198312
"CAS-BOT-BC38",-119.642,34.774,1342,1984,1,5.02,0.9,6.4,12,198401
"CAS-BOT-BC38",-119.642,34.774,1342,1984,2,4.09,0.6,6.1,11.6,198402
"CAS-BOT-BC38",-119.642,34.774,1342,1984,3,9.23,2.3,8.5,14.7,198403
"CAS-BOT-BC38",-119.642,34.774,1342,1984,4,10.74,1.7,10.4,19.2,198404
"CAS-BOT-BC38",-119.642,34.774,1342,1984,5,0,8.2,17.7,27.2,198405
"CAS-BOT-BC38",-119.642,34.774,1342,1984,6,0.57,8.7,19.2,29.7,198406
"CAS-BOT-BC38",-119.642,34.774,1342,1984,7,1.68,14.1,24.5,34.9,198407
"CAS-BOT-BC38",-119.642,34.774,1342,1984,8,4.31,14.2,24.4,34.6,198408
"CAS-BOT-BC38",-119.642,34.774,1342,1984,9,12.31,12.6,22.5,32.4,198409
"CAS-BOT-BC38",-119.642,34.774,1342,1984,10,4.75,3.7,12.9,22,198410
"CAS-BOT-BC38",-119.642,34.774,1342,1984,11,45.08,1,6.5,12.1,198411
"CAS-BOT-BC38",-119.642,34.774,1342,1984,12,91.8,-2.2,2.3,6.7,198412
"CAS-BOT-BC38",-119.642,34.774,1342,1985,1,25.39,-2.3,4.1,10.5,198501
"CAS-BOT-BC38",-119.642,34.774,1342,1985,2,30.34,-0.4,5.4,11.2,198502
"CAS-BOT-BC38",-119.642,34.774,1342,1985,3,34.62,-1.6,5.4,12.4,198503
"CAS-BOT-BC38",-119.642,34.774,1342,1985,4,2.34,2.8,13.2,23.6,198504
"CAS-BOT-BC38",-119.642,34.774,1342,1985,5,0,4.8,14.7,24.6,198505
"CAS-BOT-BC38",-119.642,34.774,1342,1985,6,0,12,22,32,198506
"CAS-BOT-BC38",-119.642,34.774,1342,1985,7,0,14.5,24.5,34.5,198507
"CAS-BOT-BC38",-119.642,34.774,1342,1985,8,0,12,22.4,32.8,198508
"CAS-BOT-BC38",-119.642,34.774,1342,1985,9,7.99,7.2,16.4,25.6,198509
"CAS-BOT-BC38",-119.642,34.774,1342,1985,10,8.32,5.7,14.3,23,198510
"CAS-BOT-BC38",-119.642,34.774,1342,1985,11,66.84,1,6.4,11.7,198511
"CAS-BOT-BC38",-119.642,34.774,1342,1985,12,19.1,-0.5,6.3,13.1,198512
"CAS-BOT-BC38",-119.642,34.774,1342,1986,1,31.58,3,8.4,13.7,198601
"CAS-BOT-BC38",-119.642,34.774,1342,1986,2,125.28,2.1,7.2,12.3,198602
"CAS-BOT-BC38",-119.642,34.774,1342,1986,3,106.4,3.8,9.2,14.6,198603
"CAS-BOT-BC38",-119.642,34.774,1342,1986,4,20.74,2.8,11.3,19.7,198604
"CAS-BOT-BC38",-119.642,34.774,1342,1986,5,0,6.9,16.1,25.3,198605
"CAS-BOT-BC38",-119.642,34.774,1342,1986,6,0,11.3,21.4,31.5,198606
"CAS-BOT-BC38",-119.642,34.774,1342,1986,7,0,11,21.4,31.8,198607
"CAS-BOT-BC38",-119.642,34.774,1342,1986,8,0,15,25.2,35.3,198608
"CAS-BOT-BC38",-119.642,34.774,1342,1986,9,17.82,6.1,16,25.8,198609
"CAS-BOT-BC38",-119.642,34.774,1342,1986,10,1.12,5.4,14.6,23.8,198610
"CAS-BOT-BC38",-119.642,34.774,1342,1986,11,9.57,2.5,8.9,15.2,198611
"CAS-BOT-BC38",-119.642,34.774,1342,1986,12,10.85,-0.1,5.4,10.8,198612
"CAS-BOT-BC38",-119.642,34.774,1342,1987,1,37.66,-3,2.8,8.6,198701
"CAS-BOT-BC38",-119.642,34.774,1342,1987,2,36.25,-1,5,11,198702
"CAS-BOT-BC38",-119.642,34.774,1342,1987,3,68.78,1.1,6.2,11.3,198703
"CAS-BOT-BC38",-119.642,34.774,1342,1987,4,0.83,3.6,14,24.5,198704
"CAS-BOT-BC38",-119.642,34.774,1342,1987,5,2.53,6,15.9,25.8,198705
"CAS-BOT-BC38",-119.642,34.774,1342,1987,6,0.03,11.3,21.2,31.1,198706
"CAS-BOT-BC38",-119.642,34.774,1342,1987,7,0.17,10.1,20.1,30.2,198707
"CAS-BOT-BC38",-119.642,34.774,1342,1987,8,0,12.6,23,33.4,198708
"CAS-BOT-BC38",-119.642,34.774,1342,1987,9,0,10.6,20.5,30.4,198709
"CAS-BOT-BC38",-119.642,34.774,1342,1987,10,34.86,9.9,18,26.1,198710
"CAS-BOT-BC38",-119.642,34.774,1342,1987,11,40.07,2.4,7.4,12.4,198711
"CAS-BOT-BC38",-119.642,34.774,1342,1987,12,64.73,-2.1,2.5,7.1,198712
"CAS-BOT-BC38",-119.642,34.774,1342,1988,1,41.88,-1.2,4.6,10.3,198801
"CAS-BOT-BC38",-119.642,34.774,1342,1988,2,55.32,1.3,7.4,13.5,198802
"CAS-BOT-BC38",-119.642,34.774,1342,1988,3,12.28,1.8,8.2,14.6,198803
"CAS-BOT-BC38",-119.642,34.774,1342,1988,4,105.78,3.9,12.1,20.3,198804
"CAS-BOT-BC38",-119.642,34.774,1342,1988,5,0.26,5.5,14.9,24.3,198805
"CAS-BOT-BC38",-119.642,34.774,1342,1988,6,0.75,8,18,28.1,198806
"CAS-BOT-BC38",-119.642,34.774,1342,1988,7,0,14.8,24.9,35,198807
"CAS-BOT-BC38",-119.642,34.774,1342,1988,8,0,12.8,23,33.2,198808
"CAS-BOT-BC38",-119.642,34.774,1342,1988,9,0,9.7,20,30.3,198809
"CAS-BOT-BC38",-119.642,34.774,1342,1988,10,0,7.4,17,26.6,198810
"CAS-BOT-BC38",-119.642,34.774,1342,1988,11,14.1,2.5,8.2,13.9,198811
"CAS-BOT-BC38",-119.642,34.774,1342,1988,12,78.53,-0.3,4.9,10.1,198812
"CAS-BOT-BC38",-119.642,34.774,1342,1989,1,7.09,-1.8,3.5,8.9,198901
"CAS-BOT-BC38",-119.642,34.774,1342,1989,2,38.73,-0.8,4.2,9.3,198902
"CAS-BOT-BC38",-119.642,34.774,1342,1989,3,12.51,2.5,8.8,15,198903
"CAS-BOT-BC38",-119.642,34.774,1342,1989,4,4.01,6.6,15.1,23.7,198904
"CAS-BOT-BC38",-119.642,34.774,1342,1989,5,11.53,5.8,15,24.1,198905
"CAS-BOT-BC38",-119.642,34.774,1342,1989,6,0,9.6,19.8,30,198906
"CAS-BOT-BC38",-119.642,34.774,1342,1989,7,0,14.1,24.1,34.2,198907
"CAS-BOT-BC38",-119.642,34.774,1342,1989,8,0,11.4,21.9,32.3,198908
"CAS-BOT-BC38",-119.642,34.774,1342,1989,9,7.59,10.4,19.8,29.2,198909
"CAS-BOT-BC38",-119.642,34.774,1342,1989,10,3.28,6.4,14.9,23.5,198910
"CAS-BOT-BC38",-119.642,34.774,1342,1989,11,4.48,4.7,11.1,17.5,198911
"CAS-BOT-BC38",-119.642,34.774,1342,1989,12,0,-2.2,5.6,13.4,198912
"CAS-BOT-BC38",-119.642,34.774,1342,1990,1,39.88,-0.3,5.3,10.9,199001
"CAS-BOT-BC38",-119.642,34.774,1342,1990,2,41.57,-1.1,4.4,9.9,199002
"CAS-BOT-BC38",-119.642,34.774,1342,1990,3,3.8,2.9,9,15.1,199003
"CAS-BOT-BC38",-119.642,34.774,1342,1990,4,8,4.9,13.6,22.3,199004
"CAS-BOT-BC38",-119.642,34.774,1342,1990,5,14.57,4,14,24.1,199005
"CAS-BOT-BC38",-119.642,34.774,1342,1990,6,0,10.1,19.8,29.5,199006
"CAS-BOT-BC38",-119.642,34.774,1342,1990,7,0,14.5,24.4,34.3,199007
"CAS-BOT-BC38",-119.642,34.774,1342,1990,8,0,12.3,22.4,32.6,199008
"CAS-BOT-BC38",-119.642,34.774,1342,1990,9,19.33,10.8,19.9,28.9,199009
"CAS-BOT-BC38",-119.642,34.774,1342,1990,10,0.11,8,17.3,26.6,199010
"CAS-BOT-BC38",-119.642,34.774,1342,1990,11,7.35,2.8,8.9,14.9,199011
"CAS-BOT-BC38",-119.642,34.774,1342,1990,12,3.9,-2.3,3.2,8.7,199012
"CAS-BOT-BC38",-119.642,34.774,1342,1991,1,28.02,-0.1,5.4,10.8,199101
"CAS-BOT-BC38",-119.642,34.774,1342,1991,2,28.19,3.6,9.9,16.2,199102
"CAS-BOT-BC38",-119.642,34.774,1342,1991,3,325.41,0,4.9,9.8,199103
"CAS-BOT-BC38",-119.642,34.774,1342,1991,4,0.25,1.8,9.7,17.5,199104
"CAS-BOT-BC38",-119.642,34.774,1342,1991,5,0,3.8,13.2,22.5,199105
"CAS-BOT-BC38",-119.642,34.774,1342,1991,6,1.46,7.9,18.1,28.2,199106
"CAS-BOT-BC38",-119.642,34.774,1342,1991,7,0.09,13.4,23.5,33.7,199107
"CAS-BOT-BC38",-119.642,34.774,1342,1991,8,2.45,11.1,21.5,32,199108
"CAS-BOT-BC38",-119.642,34.774,1342,1991,9,0,12.7,22.3,31.9,199109
"CAS-BOT-BC38",-119.642,34.774,1342,1991,10,6.47,10.2,18.9,27.6,199110
"CAS-BOT-BC38",-119.642,34.774,1342,1991,11,0.95,3.7,10.1,16.6,199111
"CAS-BOT-BC38",-119.642,34.774,1342,1991,12,82.54,1.2,6.3,11.4,199112
"CAS-BOT-BC38",-119.642,34.774,1342,1992,1,47.27,-0.9,4.9,10.7,199201
"CAS-BOT-BC38",-119.642,34.774,1342,1992,2,200.83,2.8,7.1,11.4,199202
"CAS-BOT-BC38",-119.642,34.774,1342,1992,3,70.03,2.2,7,11.8,199203
"CAS-BOT-BC38",-119.642,34.774,1342,1992,4,1.09,5.8,14,22.2,199204
"CAS-BOT-BC38",-119.642,34.774,1342,1992,5,1.8,8.7,18.3,27.9,199205
"CAS-BOT-BC38",-119.642,34.774,1342,1992,6,0,9.8,19.6,29.5,199206
"CAS-BOT-BC38",-119.642,34.774,1342,1992,7,23.58,12.6,21.9,31.2,199207
"CAS-BOT-BC38",-119.642,34.774,1342,1992,8,0,15.3,25.1,34.9,199208
"CAS-BOT-BC38",-119.642,34.774,1342,1992,9,0,12.3,21.4,30.6,199209
"CAS-BOT-BC38",-119.642,34.774,1342,1992,10,15.06,9.2,17.3,25.4,199210
"CAS-BOT-BC38",-119.642,34.774,1342,1992,11,0.01,3.8,9.2,14.6,199211
"CAS-BOT-BC38",-119.642,34.774,1342,1992,12,64.38,-0.6,4.3,9.1,199212
"CAS-BOT-BC38",-119.642,34.774,1342,1993,1,157.46,0.1,4.7,9.3,199301
"CAS-BOT-BC38",-119.642,34.774,1342,1993,2,134.93,0.9,5.3,9.6,199302
"CAS-BOT-BC38",-119.642,34.774,1342,1993,3,119.61,4.5,10.3,16.1,199303
"CAS-BOT-BC38",-119.642,34.774,1342,1993,4,0,3.8,11.6,19.4,199304
"CAS-BOT-BC38",-119.642,34.774,1342,1993,5,0.3,6.8,16,25.2,199305
"CAS-BOT-BC38",-119.642,34.774,1342,1993,6,7.19,10.4,19.8,29.2,199306
"CAS-BOT-BC38",-119.642,34.774,1342,1993,7,0,12,21.9,31.8,199307
"CAS-BOT-BC38",-119.642,34.774,1342,1993,8,0,12.4,22.5,32.6,199308
"CAS-BOT-BC38",-119.642,34.774,1342,1993,9,0,11.4,20.6,29.8,199309
"CAS-BOT-BC38",-119.642,34.774,1342,1993,10,4.32,8.5,16.7,24.8,199310
"CAS-BOT-BC38",-119.642,34.774,1342,1993,11,20.98,3.2,9,14.8,199311
"CAS-BOT-BC38",-119.642,34.774,1342,1993,12,26.83,0.2,5.8,11.4,199312
"CAS-BOT-BC38",-119.642,34.774,1342,1994,1,29.55,-0.9,6.4,13.8,199401
"CAS-BOT-BC38",-119.642,34.774,1342,1994,2,123.92,0.1,4.9,9.8,199402
"CAS-BOT-BC38",-119.642,34.774,1342,1994,3,45.75,2.3,8.8,15.3,199403
"CAS-BOT-BC38",-119.642,34.774,1342,1994,4,16.59,3.9,12.4,20.8,199404
"CAS-BOT-BC38",-119.642,34.774,1342,1994,5,17.25,5.2,14.4,23.6,199405
"CAS-BOT-BC38",-119.642,34.774,1342,1994,6,0,10.7,20.9,31.2,199406
"CAS-BOT-BC38",-119.642,34.774,1342,1994,7,0,14,24.3,34.7,199407
"CAS-BOT-BC38",-119.642,34.774,1342,1994,8,0,15.1,24.9,34.6,199408
"CAS-BOT-BC38",-119.642,34.774,1342,1994,9,8.2,10.9,20.3,29.8,199409
"CAS-BOT-BC38",-119.642,34.774,1342,1994,10,11.29,6.3,14.7,23.1,199410
"CAS-BOT-BC38",-119.642,34.774,1342,1994,11,33.79,0,5.6,11.2,199411
"CAS-BOT-BC38",-119.642,34.774,1342,1994,12,36.74,0.4,5.9,11.3,199412
"CAS-BOT-BC38",-119.642,34.774,1342,1995,1,440.14,2.6,6.3,10.1,199501
"CAS-BOT-BC38",-119.642,34.774,1342,1995,2,37.14,2.1,8.7,15.2,199502
"CAS-BOT-BC38",-119.642,34.774,1342,1995,3,194.16,1.5,6.8,12.2,199503
"CAS-BOT-BC38",-119.642,34.774,1342,1995,4,10.11,1.7,10.2,18.7,199504
"CAS-BOT-BC38",-119.642,34.774,1342,1995,5,22.27,5.5,13.5,21.4,199505
"CAS-BOT-BC38",-119.642,34.774,1342,1995,6,5.1,9.3,18.6,28,199506
"CAS-BOT-BC38",-119.642,34.774,1342,1995,7,0,12.4,22.4,32.4,199507
"CAS-BOT-BC38",-119.642,34.774,1342,1995,8,0,15.1,24.7,34.2,199508
"CAS-BOT-BC38",-119.642,34.774,1342,1995,9,0,13.1,22.1,31.1,199509
"CAS-BOT-BC38",-119.642,34.774,1342,1995,10,0,6.2,16.3,26.3,199510
"CAS-BOT-BC38",-119.642,34.774,1342,1995,11,6.03,7.4,14,20.6,199511
"CAS-BOT-BC38",-119.642,34.774,1342,1995,12,48.52,2.8,8.2,13.6,199512
"CAS-BOT-BC38",-119.9689,35.5112,737,1981,1,43.75,4.2,10,15.9,198101
"CAS-BOT-BC38",-119.9689,35.5112,737,1981,2,36.42,4.4,10.1,15.9,198102
"CAS-BOT-BC38",-119.9689,35.5112,737,1981,3,84.66,5.7,10.8,15.9,198103
"CAS-BOT-BC38",-119.9689,35.5112,737,1981,4,15.82,5.9,13.8,21.7,198104
"CAS-BOT-BC38",-119.9689,35.5112,737,1981,5,0.04,10,18.2,26.4,198105
"CAS-BOT-BC38",-119.9689,35.5112,737,1981,6,0,15,24.4,33.7,198106
"CAS-BOT-BC38",-119.9689,35.5112,737,1981,7,0,15.5,25.3,35,198107
"CAS-BOT-BC38",-119.9689,35.5112,737,1981,8,0,16.5,25.2,34,198108
"CAS-BOT-BC38",-119.9689,35.5112,737,1981,9,0,14,22.5,31.1,198109
"CAS-BOT-BC38",-119.9689,35.5112,737,1981,10,20.99,7.4,15,22.6,198110
"CAS-BOT-BC38",-119.9689,35.5112,737,1981,11,16.71,6.1,12,18,198111
"CAS-BOT-BC38",-119.9689,35.5112,737,1981,12,4.56,3.7,9.2,14.7,198112
"CAS-BOT-BC38",-119.9689,35.5112,737,1982,1,41.67,1,6.5,12,198201
"CAS-BOT-BC38",-119.9689,35.5112,737,1982,2,18.18,3.8,9.4,15.1,198202
"CAS-BOT-BC38",-119.9689,35.5112,737,1982,3,93.75,5.2,10,14.7,198203
"CAS-BOT-BC38",-119.9689,35.5112,737,1982,4,54.16,5.3,12.1,19,198204
"CAS-BOT-BC38",-119.9689,35.5112,737,1982,5,0,9.6,18.1,26.7,198205
"CAS-BOT-BC38",-119.9689,35.5112,737,1982,6,2.96,12.4,20.3,28.2,198206
"CAS-BOT-BC38",-119.9689,35.5112,737,1982,7,0,16.5,24.7,32.8,198207
"CAS-BOT-BC38",-119.9689,35.5112,737,1982,8,0.75,15.8,24.3,32.8,198208
"CAS-BOT-BC38",-119.9689,35.5112,737,1982,9,27.44,14.1,21,27.8,198209
"CAS-BOT-BC38",-119.9689,35.5112,737,1982,10,25.62,8.7,16.3,24,198210
"CAS-BOT-BC38",-119.9689,35.5112,737,1982,11,36.21,5,10,15.1,198211
"CAS-BOT-BC38",-119.9689,35.5112,737,1982,12,24.82,2.6,7.8,13,198212
"CAS-BOT-BC38",-119.9689,35.5112,737,1983,1,89.67,2.8,7.7,12.6,198301
"CAS-BOT-BC38",-119.9689,35.5112,737,1983,2,51.73,5.3,9.9,14.4,198302
"CAS-BOT-BC38",-119.9689,35.5112,737,1983,3,97.64,6.6,11,15.4,198303
"CAS-BOT-BC38",-119.9689,35.5112,737,1983,4,35.23,5.1,11.3,17.6,198304
"CAS-BOT-BC38",-119.9689,35.5112,737,1983,5,5.17,9.5,17.5,25.5,198305
"CAS-BOT-BC38",-119.9689,35.5112,737,1983,6,0,12.7,21.3,29.9,198306
"CAS-BOT-BC38",-119.9689,35.5112,737,1983,7,0,13.4,22.6,31.8,198307
"CAS-BOT-BC38",-119.9689,35.5112,737,1983,8,23.11,17.5,25,32.4,198308
"CAS-BOT-BC38",-119.9689,35.5112,737,1983,9,7.6,16,23.5,31,198309
"CAS-BOT-BC38",-119.9689,35.5112,737,1983,10,27.29,9.9,17.2,24.5,198310
"CAS-BOT-BC38",-119.9689,35.5112,737,1983,11,30.86,5.8,10.7,15.7,198311
"CAS-BOT-BC38",-119.9689,35.5112,737,1983,12,46.84,4.1,8.7,13.3,198312
"CAS-BOT-BC38",-119.9689,35.5112,737,1984,1,4.53,3.2,8.7,14.2,198401
"CAS-BOT-BC38",-119.9689,35.5112,737,1984,2,3.27,2.9,9.1,15.2,198402
"CAS-BOT-BC38",-119.9689,35.5112,737,1984,3,6.96,4.9,12.2,19.6,198403
"CAS-BOT-BC38",-119.9689,35.5112,737,1984,4,11.5,4.6,12.5,20.4,198404
